transaction_id,store,date,quantity,flavour,sales
L1D0U1I0V1,Evergreen Market,2022/01/16,3,caramel,5.97
L1R1W1W1I1,The Arcade,2022/01/16,2,chocolate,3.98
L2J1O2P1O2,Ice Cream Bazaar,2022/01/16,2,strawberry,3.18
L5O5O5Z5W5,Ice Cream Bazaar,2022/01/16,3,chocolate,5.97
L6Z4R6F4Y6,The Arcade,2022/01/16,1,blueberry,1.99
L7H7C7K7J7,Main Street,2022/01/16,3,strawberry,4.77
L8P8L8W8C8,Main Street,2022/01/16,2,strawberry,3.18
L9J0U9I0Q9,Main Street,2022/01/16,3,caramel,5.97
M4Y8X4Y8K4,Evergreen Market,2022/01/16,3,blueberry,5.97
M7D6X7A6X7,The Arcade,2022/01/16,1,chocolate,1.99
N1P7W1F7G1,Ice Cream Bazaar,2022/01/16,3,chocolate,5.97
N1Q1J1G1X1,The Arcade,2022/01/16,4,vanilla,6.36
N6Q1Y6P1A6,The Arcade,2022/01/16,2,strawberry,3.18
P0I1B0P1V0,Evergreen Market,2022/01/16,1,caramel,1.99
P1Y3A1C3L1,Ice Cream Bazaar,2022/01/16,2,caramel,3.98
P7S5W7X5P7,The Arcade,2022/01/16,4,pistachio,7.96
Q2V9L2G9W2,Evergreen Market,2022/01/16,4,pistachio,7.96
Q4P2P4N2J4,The Arcade,2022/01/16,1,blueberry,1.99
R0S8K0T8P0,Main Street,2022/01/16,5,caramel,9.95
R4B2Z4J2S4,Evergreen Market,2022/01/16,2,chocolate,3.98
R4O0V4R0J4,Ice Cream Bazaar,2022/01/16,5,vanilla,7.95
R8S9Z8S9T8,Evergreen Market,2022/01/16,3,caramel,5.97
S3L3G3R3T3,Ice Cream Bazaar,2022/01/16,1,caramel,1.99
S3R4N3R4B3,Evergreen Market,2022/01/16,1,caramel,1.99
S3X1L3A1S3,Evergreen Market,2022/01/16,1,chocolate,1.99
S3Y2P3J2Y3,The Arcade,2022/01/16,3,chocolate,5.97
T0K1T0T1E0,Evergreen Market,2022/01/16,4,pistachio,7.96
T2I6C2Q6G2,Main Street,2022/01/16,2,blueberry,3.98
T2S5N2V5P2,Main Street,2022/01/16,6,vanilla,9.54
T4O7U4Q7A4,Ice Cream Bazaar,2022/01/16,4,blueberry,7.96
T4T0V4M0X4,The Arcade,2022/01/16,4,strawberry,6.36
T5F8Y5P8J5,Evergreen Market,2022/01/16,2,chocolate,3.98
U1O5J1U5X1,Ice Cream Bazaar,2022/01/16,2,blueberry,3.98
V3L5R3J5B3,Evergreen Market,2022/01/16,1,blueberry,1.99
V5R6K5U6K5,Evergreen Market,2022/01/16,2,pistachio,3.98
V7M5U7P5B7,Evergreen Market,2022/01/16,6,chocolate,11.94
V7T4V7E4Q7,The Arcade,2022/01/16,2,pistachio,3.98
W5H5V5T5S5,Ice Cream Bazaar,2022/01/16,3,caramel,5.97
W6U0R6R0X6,The Arcade,2022/01/16,4,strawberry,6.36
W7R2C7S2A7,Ice Cream Bazaar,2022/01/16,2,blueberry,3.98
Y0I5T0C5W0,The Arcade,2022/01/16,3,strawberry,4.77
Y2K9L2G9E2,The Arcade,2022/01/16,6,caramel,11.94
Y8H5A8G5Z8,Evergreen Market,2022/01/16,1,pistachio,1.99
Y9H4T9D4L9,Ice Cream Bazaar,2022/01/16,4,caramel,7.96
Z5K8M5B8C5,Evergreen Market,2022/01/16,2,caramel,3.98
Z6M1Y6R1T6,The Arcade,2022/01/16,3,pistachio,5.97
Z9N7D9X7B9,Ice Cream Bazaar,2022/01/16,3,caramel,5.97
Z9V0K9E0W9,Evergreen Market,2022/01/16,1,caramel,1.99
C6Y0D6Z0C6,Ice Cream Bazaar,2022/01/17,3,caramel,5.97
C7H2E7Z2S7,Ice Cream Bazaar,2022/01/17,2,blueberry,3.98
D9T9C9N9W9,Main Street,2022/01/17,3,pistachio,5.97
E3O9M3F9L3,The Arcade,2022/01/17,3,chocolate,5.97
E4O1X4V1A4,Main Street,2022/01/17,4,vanilla,6.36
G0J4E0D4W0,Evergreen Market,2022/01/17,4,strawberry,6.36
G5L3T5Q3G5,Main Street,2022/01/17,3,blueberry,5.97
G6N5A6M5Z6,Main Street,2022/01/17,1,pistachio,1.99
H5O9J5D9D5,The Arcade,2022/01/17,2,vanilla,3.18
H7X8V7R8F7,The Arcade,2022/01/17,3,caramel,5.97
I2R2F2E2X2,The Arcade,2022/01/17,4,caramel,7.96
I3M0Y3H0Y3,Evergreen Market,2022/01/17,4,strawberry,6.36
J8J7Y8W7X8,The Arcade,2022/01/17,4,caramel,7.96
K6C6U6E6C6,Ice Cream Bazaar,2022/01/17,4,blueberry,7.96
K6R1D6I1V6,Main Street,2022/01/17,4,strawberry,6.36
L1Y8C1Q8I1,Ice Cream Bazaar,2022/01/17,3,strawberry,4.77
M2Z7N2Z7X2,The Arcade,2022/01/17,4,pistachio,7.96
M6X6F6Q6L6,Ice Cream Bazaar,2022/01/17,1,caramel,1.99
M7B2X7F2E7,Evergreen Market,2022/01/17,2,vanilla,3.18
N3A0F3H0N3,Evergreen Market,2022/01/17,4,blueberry,7.96
O1O0W1B0G1,The Arcade,2022/01/17,4,pistachio,7.96
O9Z2P9W2Z9,The Arcade,2022/01/17,1,pistachio,1.99
P1U4P1F4V1,Ice Cream Bazaar,2022/01/17,1,vanilla,1.59
P3T7T3X7C3,Evergreen Market,2022/01/17,3,blueberry,5.97
Q4D2S4R2E4,Main Street,2022/01/17,1,pistachio,1.99
Q8X7X8A7V8,Ice Cream Bazaar,2022/01/17,1,caramel,1.99
R4K2U4L2C4,Main Street,2022/01/17,1,vanilla,1.59
R4P6I4Y6F4,The Arcade,2022/01/17,1,chocolate,1.99
R6F9I6V9B6,Main Street,2022/01/17,1,caramel,1.99
R8U5U8Q5O8,Evergreen Market,2022/01/17,4,blueberry,7.96
S9N7R9N7L9,Main Street,2022/01/17,2,blueberry,3.98
T1J8L1S8K1,The Arcade,2022/01/17,2,caramel,3.98
T7R9J7V9O7,Main Street,2022/01/17,2,chocolate,3.98
U5I5L5U5L5,Evergreen Market,2022/01/17,4,vanilla,6.36
U7T1U7Y1Q7,Evergreen Market,2022/01/17,1,strawberry,1.59
V2D6S2E6T2,Evergreen Market,2022/01/17,3,caramel,5.97
V4S6S4V6H4,Main Street,2022/01/17,1,strawberry,1.59
W1P4V1U4S1,Evergreen Market,2022/01/17,1,caramel,1.99
W6C6E6N6Z6,Evergreen Market,2022/01/17,3,blueberry,5.97
W8S4K8T4Y8,Evergreen Market,2022/01/17,3,blueberry,5.97
Y0H0T0D0F0,Evergreen Market,2022/01/17,4,blueberry,7.96
Y4A6J4V6D4,Evergreen Market,2022/01/17,4,vanilla,6.36
B9T0U9E0D9,Evergreen Market,2022/01/18,4,caramel,7.96
C1S7M1K7J1,The Arcade,2022/01/18,3,vanilla,4.77
D2W3S2A3Z2,The Arcade,2022/01/18,2,blueberry,3.98
D4O3X4U3X4,Main Street,2022/01/18,4,vanilla,6.36
D5B1W5X1R5,Ice Cream Bazaar,2022/01/18,3,blueberry,5.97
D8Q5W8N5Q8,Evergreen Market,2022/01/18,1,vanilla,1.59
D8R2G8Q2I8,Ice Cream Bazaar,2022/01/18,3,vanilla,4.77
E2X5N2C5U2,The Arcade,2022/01/18,3,chocolate,5.97
E4E7N4O7I4,Evergreen Market,2022/01/18,4,blueberry,7.96
E5L5V5D5E5,Evergreen Market,2022/01/18,4,caramel,7.96
E7H3U7A3W7,Evergreen Market,2022/01/18,4,vanilla,6.36
F3J7R3W7C3,Main Street,2022/01/18,4,pistachio,7.96
G5E5F5L5X5,The Arcade,2022/01/18,2,strawberry,3.18
H7Q1J7O1P7,Evergreen Market,2022/01/18,3,vanilla,4.77
I4X8Y4Q8D4,The Arcade,2022/01/18,4,strawberry,6.36
I8V9T8H9N8,Ice Cream Bazaar,2022/01/18,2,strawberry,3.18
K6N0G6A0C6,Evergreen Market,2022/01/18,4,vanilla,6.36
K7A9K7S9Z7,The Arcade,2022/01/18,1,chocolate,1.99
M1L7T1F7A1,The Arcade,2022/01/18,2,strawberry,3.18
P3J3M3Z3O3,Main Street,2022/01/18,4,chocolate,7.96
P3U1L3K1M3,Ice Cream Bazaar,2022/01/18,1,strawberry,1.59
P9L4L9U4W9,Main Street,2022/01/18,1,strawberry,1.59
Q2K5C2L5L2,Ice Cream Bazaar,2022/01/18,4,vanilla,6.36
Q7R9Y7B9S7,Ice Cream Bazaar,2022/01/18,3,chocolate,5.97
R0M3S0S3Y0,The Arcade,2022/01/18,3,pistachio,5.97
R1H5S1Y5T1,The Arcade,2022/01/18,4,pistachio,7.96
R1Q4M1D4R1,The Arcade,2022/01/18,3,vanilla,4.77
R1V9M1J9Q1,The Arcade,2022/01/18,2,strawberry,3.18
S1W6U1P6J1,Main Street,2022/01/18,1,strawberry,1.59
S7S5S7E5S7,The Arcade,2022/01/18,4,chocolate,7.96
T3E7Z3S7I3,Evergreen Market,2022/01/18,3,chocolate,5.97
U1H4M1N4D1,Evergreen Market,2022/01/18,4,pistachio,7.96
U6L9S6L9C6,The Arcade,2022/01/18,3,pistachio,5.97
U8B7M8A7G8,Evergreen Market,2022/01/18,2,blueberry,3.98
V5G7P5L7E5,Evergreen Market,2022/01/18,1,pistachio,1.99
V8P5F8L5R8,Main Street,2022/01/18,4,strawberry,6.36
V9K7F9N7W9,Evergreen Market,2022/01/18,2,strawberry,3.18
V9U8K9J8Y9,Ice Cream Bazaar,2022/01/18,3,strawberry,4.77
X4J6E4Z6J4,Ice Cream Bazaar,2022/01/18,1,blueberry,1.99
X9S6R9Y6M9,Evergreen Market,2022/01/18,3,strawberry,4.77
Y6I0P6Q0K6,Evergreen Market,2022/01/18,4,vanilla,6.36
Z1G9Y1S9T1,Evergreen Market,2022/01/18,1,pistachio,1.99
Z9P0A9J0W9,Evergreen Market,2022/01/18,2,strawberry,3.18
Z9Z9L9Z9J9,Ice Cream Bazaar,2022/01/18,1,pistachio,1.99
A2Z6R2A6Q2,Main Street,2022/01/19,2,caramel,3.98
A8S4J8V4O8,Main Street,2022/01/19,2,blueberry,3.98
B2X4W2E4W2,Ice Cream Bazaar,2022/01/19,2,chocolate,3.98
B8Z6G8G6E8,Main Street,2022/01/19,2,blueberry,3.98
C7Q0T7B0I7,Main Street,2022/01/19,1,vanilla,1.59
D1Y3N1U3I1,Main Street,2022/01/19,4,pistachio,7.96
E3V8B3Q8M3,Main Street,2022/01/19,2,caramel,3.98
E5V0O5P0X5,The Arcade,2022/01/19,3,caramel,5.97
F9Y9O9K9N9,Evergreen Market,2022/01/19,1,pistachio,1.99
G2N9B2I9M2,The Arcade,2022/01/19,3,caramel,5.97
J7M1T7N1Z7,Ice Cream Bazaar,2022/01/19,3,chocolate,5.97
K6D0B6E0R6,Main Street,2022/01/19,1,chocolate,1.99
L4D1V4Z1E4,Ice Cream Bazaar,2022/01/19,1,vanilla,1.59
M4S6Z4A6T4,Evergreen Market,2022/01/19,1,vanilla,1.59
M5Y1M5X1W5,Ice Cream Bazaar,2022/01/19,4,caramel,7.96
N3U3F3F3Z3,The Arcade,2022/01/19,3,chocolate,5.97
O4Z0Y4J0X4,Evergreen Market,2022/01/19,4,blueberry,7.96
O9A1R9R1M9,Main Street,2022/01/19,3,blueberry,5.97
P1L2H1N2M1,Evergreen Market,2022/01/19,1,chocolate,1.99
P1W2E1J2P1,The Arcade,2022/01/19,3,caramel,5.97
P2B2K2D2J2,The Arcade,2022/01/19,1,pistachio,1.99
P2K3L2H3Z2,The Arcade,2022/01/19,3,blueberry,5.97
P6I5U6K5D6,Main Street,2022/01/19,1,pistachio,1.99
Q2Q0D2I0Z2,Main Street,2022/01/19,2,chocolate,3.98
Q6M6P6D6T6,Main Street,2022/01/19,4,strawberry,6.36
S5P0U5F0W5,Ice Cream Bazaar,2022/01/19,1,chocolate,1.99
U7H1U7W1I7,Main Street,2022/01/19,3,blueberry,5.97
V6C7V6Z7Z6,The Arcade,2022/01/19,4,chocolate,7.96
W0Z8V0S8R0,Main Street,2022/01/19,3,strawberry,4.77
X2X7L2G7U2,Ice Cream Bazaar,2022/01/19,3,chocolate,5.97
X5A4I5B4F5,The Arcade,2022/01/19,4,caramel,7.96
Y8Q3G8X3P8,Ice Cream Bazaar,2022/01/19,2,chocolate,3.98
Z2D4P2N4N2,Evergreen Market,2022/01/19,3,pistachio,5.97
Z4V3K4C3C4,Main Street,2022/01/19,4,strawberry,6.36
Z7V5V7U5V7,The Arcade,2022/01/19,2,pistachio,3.98
A1B2T1K2B1,The Arcade,2022/01/20,3,vanilla,4.77
A1W6B1A6S1,Evergreen Market,2022/01/20,1,pistachio,1.99
A5B8Y5V8G5,Main Street,2022/01/20,4,vanilla,6.36
A8E7G8P7D8,Main Street,2022/01/20,1,caramel,1.99
B1D6U1M6I1,The Arcade,2022/01/20,2,chocolate,3.98
B4I9I4O9B4,Main Street,2022/01/20,3,blueberry,5.97
C8M7G8W7Q8,Main Street,2022/01/20,1,caramel,1.99
D8P0D8G0W8,Ice Cream Bazaar,2022/01/20,3,vanilla,4.77
D9E6S9N6R9,Ice Cream Bazaar,2022/01/20,2,strawberry,3.18
E3Q6Z3C6R3,Main Street,2022/01/20,1,vanilla,1.59
F5J0X5E0B5,Main Street,2022/01/20,3,pistachio,5.97
F5M0B5V0E5,Ice Cream Bazaar,2022/01/20,3,caramel,5.97
G0P7Q0R7W0,Evergreen Market,2022/01/20,2,pistachio,3.98
G1P0O1X0Y1,Evergreen Market,2022/01/20,2,pistachio,3.98
G4N6F4F6I4,Main Street,2022/01/20,4,caramel,7.96
I0C8J0E8S0,Main Street,2022/01/20,3,pistachio,5.97
I7M3C7E3K7,The Arcade,2022/01/20,1,strawberry,1.59
K0F9K0A9R0,Evergreen Market,2022/01/20,4,strawberry,6.36
K9Y4U9S4B9,The Arcade,2022/01/20,3,blueberry,5.97
L2K4U2R4I2,Ice Cream Bazaar,2022/01/20,4,strawberry,6.36
M7Y3Q7O3D7,The Arcade,2022/01/20,4,caramel,7.96
N2T8T2S8V2,Main Street,2022/01/20,3,strawberry,4.77
N3J3A3A3O3,Main Street,2022/01/20,3,blueberry,5.97
O0I7S0N7J0,Ice Cream Bazaar,2022/01/20,2,caramel,3.98
O2R6Q2L6A2,Ice Cream Bazaar,2022/01/20,3,strawberry,4.77
O6P0O6N0U6,Ice Cream Bazaar,2022/01/20,1,vanilla,1.59
P1H5J1G5X1,Main Street,2022/01/20,3,chocolate,5.97
P2Q5F2U5J2,Main Street,2022/01/20,1,caramel,1.99
P4U3L4L3U4,Main Street,2022/01/20,4,vanilla,6.36
P8O3K8S3G8,Evergreen Market,2022/01/20,4,strawberry,6.36
P9I0O9P0T9,Evergreen Market,2022/01/20,3,strawberry,4.77
R9G6F9P6R9,Main Street,2022/01/20,1,pistachio,1.99
S1S4C1U4E1,Evergreen Market,2022/01/20,1,caramel,1.99
S3S8Q3A8S3,The Arcade,2022/01/20,3,caramel,5.97
T1C8V1U8S1,The Arcade,2022/01/20,3,pistachio,5.97
T6L5U6X5R6,Ice Cream Bazaar,2022/01/20,3,pistachio,5.97
U7S1E7Z1A7,Evergreen Market,2022/01/20,4,pistachio,7.96
U8W1S8O1G8,The Arcade,2022/01/20,4,strawberry,6.36
V6W4H6I4E6,Main Street,2022/01/20,1,blueberry,1.99
W4H8O4T8D4,Main Street,2022/01/20,4,pistachio,7.96
W4Q5N4X5M4,Main Street,2022/01/20,4,blueberry,7.96
X1U1L1O1K1,The Arcade,2022/01/20,1,strawberry,1.59
X4T2A4X2W4,Ice Cream Bazaar,2022/01/20,3,caramel,5.97
X7C9G7S9X7,Ice Cream Bazaar,2022/01/20,2,blueberry,3.98
X7R1P7J1N7,Main Street,2022/01/20,3,pistachio,5.97
Z0S3P0Q3V0,Ice Cream Bazaar,2022/01/20,4,pistachio,7.96
Z0S3P0Q3V0,Ice Cream Bazaar,2022/01/20,4,caramel,7.96
B8K1N8A1A8,Evergreen Market,2022/01/21,3,vanilla,4.77
C0C2M0G2L0,The Arcade,2022/01/21,4,blueberry,7.96
D7M2S7U2G7,The Arcade,2022/01/21,1,blueberry,1.99
G6A1L6R1J6,Main Street,2022/01/21,3,chocolate,5.97
G7V0I7L0F7,Ice Cream Bazaar,2022/01/21,3,chocolate,5.97
G9E0L9Z0S9,Evergreen Market,2022/01/21,2,blueberry,3.98
G9T8L9T8K9,The Arcade,2022/01/21,3,chocolate,5.97
H2N5Q2Y5E2,Evergreen Market,2022/01/21,4,chocolate,7.96
H3L8Q3N8Q3,Evergreen Market,2022/01/21,3,strawberry,4.77
H5E7Q5P7M5,The Arcade,2022/01/21,2,caramel,3.98
I6I0Z6E0I6,Main Street,2022/01/21,2,pistachio,3.98
J8G7J8P7P8,Main Street,2022/01/21,1,blueberry,1.99
L0H4D0P4U0,Evergreen Market,2022/01/21,4,strawberry,6.36
L6T7P6T7X6,The Arcade,2022/01/21,3,caramel,5.97
N4H0U4K0L4,The Arcade,2022/01/21,2,pistachio,3.98
N8C9Q8B9M8,Ice Cream Bazaar,2022/01/21,1,strawberry,1.59
P1J1A1P1M1,Evergreen Market,2022/01/21,2,blueberry,3.98
P2N8F2T8L2,The Arcade,2022/01/21,1,vanilla,1.59
P6Z0V6M0G6,The Arcade,2022/01/21,3,chocolate,5.97
Q0E2R0H2J0,Evergreen Market,2022/01/21,2,blueberry,3.98
Q2K3U2H3E2,Evergreen Market,2022/01/21,4,pistachio,7.96
R4X0H4O0J4,Main Street,2022/01/21,4,strawberry,6.36
R5V9J5R9Z5,The Arcade,2022/01/21,3,vanilla,4.77
R6K5T6W5L6,Main Street,2022/01/21,1,blueberry,1.99
R6P5N6L5I6,The Arcade,2022/01/21,3,chocolate,5.97
S2P2V2Z2Y2,Evergreen Market,2022/01/21,4,pistachio,7.96
T0W4L0T4T0,Evergreen Market,2022/01/21,3,blueberry,5.97
T2R2E2H2C2,The Arcade,2022/01/21,2,vanilla,3.18
T6I5K6N5W6,The Arcade,2022/01/21,1,pistachio,1.99
T6O9H6V9J6,Evergreen Market,2022/01/21,3,pistachio,5.97
U5D2X5B2J5,Evergreen Market,2022/01/21,1,caramel,1.99
V0W1H0N1F0,The Arcade,2022/01/21,2,pistachio,3.98
V6N9X6E9B6,Evergreen Market,2022/01/21,2,strawberry,3.18
W1U7R1C7E1,The Arcade,2022/01/21,1,pistachio,1.99
X3D7Y3U7D3,Evergreen Market,2022/01/21,2,pistachio,3.98
X5P2A5H2G5,Main Street,2022/01/21,4,blueberry,7.96
Z0W7J0G7H0,Ice Cream Bazaar,2022/01/21,1,vanilla,1.59
Z2Z4K2B4X2,Evergreen Market,2022/01/21,4,chocolate,7.96
A5G2K5V2A5,Ice Cream Bazaar,2022/01/22,4,strawberry,6.36
A5I0F5B0M5,The Arcade,2022/01/22,2,caramel,3.98
A6F1W6I1Z6,The Arcade,2022/01/22,4,strawberry,6.36
A7K7M7O7M7,Evergreen Market,2022/01/22,1,caramel,1.99
A8Z2G8K2W8,Evergreen Market,2022/01/22,2,chocolate,3.98
A9Y6Q9C6G9,Evergreen Market,2022/01/22,4,blueberry,7.96
B1B1R1C1D1,Main Street,2022/01/22,2,strawberry,3.18
B4Z3C4C3H4,The Arcade,2022/01/22,3,chocolate,5.97
B5N6N5C6M5,Ice Cream Bazaar,2022/01/22,4,chocolate,7.96
C5R2D5K2W5,The Arcade,2022/01/22,3,caramel,5.97
C6W5Y6K5G6,The Arcade,2022/01/22,2,vanilla,3.18
C7F2M7H2Z7,Main Street,2022/01/22,3,strawberry,4.77
C7Q3K7L3R7,Main Street,2022/01/22,2,chocolate,3.98
D1D0W1S0I1,The Arcade,2022/01/22,2,pistachio,3.98
D1L1Y1E1Y1,The Arcade,2022/01/22,4,caramel,7.96
D1X1W1S1O1,Main Street,2022/01/22,1,caramel,1.99
D3D4W3F4K3,The Arcade,2022/01/22,3,vanilla,4.77
D5D6X5D6C5,Ice Cream Bazaar,2022/01/22,4,vanilla,6.36
E1N3A1M3C1,The Arcade,2022/01/22,6,pistachio,11.94
E6L0X6H0F6,Ice Cream Bazaar,2022/01/22,6,vanilla,9.54
E7J5N7X5O7,Evergreen Market,2022/01/22,6,vanilla,9.54
E8U5M8Y5U8,The Arcade,2022/01/22,3,chocolate,5.97
F1M9I1Q9S1,Evergreen Market,2022/01/22,1,pistachio,1.99
G7A1A7V1A7,Evergreen Market,2022/01/22,1,strawberry,1.59
H1T1M1D1G1,Main Street,2022/01/22,2,strawberry,3.18
H2R2V2F2O2,The Arcade,2022/01/22,3,pistachio,5.97
H6V4E6Z4P6,The Arcade,2022/01/22,1,vanilla,1.59
H9D2H9N2S9,Ice Cream Bazaar,2022/01/22,4,blueberry,7.96
I2H4S2L4P2,The Arcade,2022/01/22,1,vanilla,1.59
I3K7Z3D7V3,Main Street,2022/01/22,2,strawberry,3.18
I3P7M3B7Y3,Evergreen Market,2022/01/22,2,caramel,3.98
J1X4Q1O4J1,Main Street,2022/01/22,3,chocolate,5.97
J5N7R5D7B5,Main Street,2022/01/22,1,pistachio,1.99
J8G7J8A7M8,Ice Cream Bazaar,2022/01/22,5,strawberry,7.95
K4L6B4F6E4,Main Street,2022/01/22,3,strawberry,4.77
K9R3Y9Y3G9,Main Street,2022/01/22,1,blueberry,1.99
L3G8V3B8W3,Evergreen Market,2022/01/22,4,vanilla,6.36
L4L6P4O6S4,Main Street,2022/01/22,2,chocolate,3.98
L7O2T7X2G7,Ice Cream Bazaar,2022/01/22,2,chocolate,3.98
M6R5F6D5X6,Ice Cream Bazaar,2022/01/22,1,strawberry,1.59
M8V2T8S2S8,Ice Cream Bazaar,2022/01/22,4,pistachio,7.96
M8Z0G8M0A8,Ice Cream Bazaar,2022/01/22,2,vanilla,3.18
N5F3I5R3G5,Ice Cream Bazaar,2022/01/22,3,caramel,5.97
N5H3P5J3H5,The Arcade,2022/01/22,1,blueberry,1.99
N6U4L6T4W6,Evergreen Market,2022/01/22,6,strawberry,9.54
O2F9P2C9L2,Main Street,2022/01/22,4,pistachio,7.96
O4S0U4E0S4,The Arcade,2022/01/22,3,chocolate,5.97
O6R3V6W3V6,Ice Cream Bazaar,2022/01/22,3,strawberry,4.77
P1E9C1K9W1,Evergreen Market,2022/01/22,1,chocolate,1.99
P4X7H4K7W4,Evergreen Market,2022/01/22,4,blueberry,7.96
P8N5E8S5Y8,The Arcade,2022/01/22,4,strawberry,6.36
Q0F4A0Y4P0,Main Street,2022/01/22,1,blueberry,1.99
Q1P9Z1K9F1,Main Street,2022/01/22,1,blueberry,1.99
Q2J6I2O6Z2,Evergreen Market,2022/01/22,1,caramel,1.99
Q2N2C2G2C2,Ice Cream Bazaar,2022/01/22,5,pistachio,9.95
Q4E6O4Q6U4,Evergreen Market,2022/01/22,1,pistachio,1.99
Q4K9R4X9T4,Main Street,2022/01/22,4,vanilla,6.36
R1F6P1O6D1,Main Street,2022/01/22,6,blueberry,11.94
R1X2A1X2J1,Evergreen Market,2022/01/22,1,vanilla,1.59
R2C3S2D3W2,Evergreen Market,2022/01/22,5,blueberry,9.95
R6W1Z6O1D6,Evergreen Market,2022/01/22,2,vanilla,3.18
R6Z5B6E5P6,Evergreen Market,2022/01/22,1,chocolate,1.99
S6N7A6X7S6,Ice Cream Bazaar,2022/01/22,4,strawberry,6.36
T8Y3W8O3S8,Main Street,2022/01/22,3,pistachio,5.97
T9Z8P9Q8K9,Main Street,2022/01/22,5,caramel,9.95
U0S0Z0Z0E0,Evergreen Market,2022/01/22,6,chocolate,11.94
U3R8Z3S8F3,The Arcade,2022/01/22,4,vanilla,6.36
U4S0D4S0W4,Ice Cream Bazaar,2022/01/22,3,chocolate,5.97
U7C9K7E9Q7,Ice Cream Bazaar,2022/01/22,1,pistachio,1.99
V0F7E0B7V0,Evergreen Market,2022/01/22,3,chocolate,5.97
V2Y0Z2V0H2,The Arcade,2022/01/22,4,blueberry,7.96
V5P0Z5L0G5,Evergreen Market,2022/01/22,3,caramel,5.97
V6C0X6G0M6,Ice Cream Bazaar,2022/01/22,1,caramel,1.99
V6N6T6S6E6,The Arcade,2022/01/22,6,chocolate,11.94
W6X4Y6A4Y6,The Arcade,2022/01/22,3,blueberry,5.97
W7M8S7T8L7,Ice Cream Bazaar,2022/01/22,2,strawberry,3.18
W8B1L8H1K8,The Arcade,2022/01/22,1,caramel,1.99
X2F1C2K1Q2,The Arcade,2022/01/22,2,vanilla,3.18
X2Z1X2F1V2,Main Street,2022/01/22,6,chocolate,11.94
X4Q0S4G0W4,Main Street,2022/01/22,1,pistachio,1.99
X7P8R7A8J7,Ice Cream Bazaar,2022/01/22,4,caramel,7.96
X8O9S8S9X8,Evergreen Market,2022/01/22,1,caramel,1.99
Y1F9L1Y9S1,Ice Cream Bazaar,2022/01/22,5,blueberry,9.95
Y2K3I2G3P2,Ice Cream Bazaar,2022/01/22,5,chocolate,9.95
Z8Z3S8P3T8,The Arcade,2022/01/22,2,vanilla,3.18
Z9A4G9H4J9,Ice Cream Bazaar,2022/01/22,1,strawberry,1.59
A1M9R1Y9I1,Main Street,2022/01/23,1,strawberry,1.59
A2G3C2L3A2,Main Street,2022/01/23,2,chocolate,3.98
A6W4W6P4G6,Ice Cream Bazaar,2022/01/23,2,chocolate,3.98
A8I8J8F8E8,Evergreen Market,2022/01/23,2,strawberry,3.18
A9J1Z9X1R9,Evergreen Market,2022/01/23,6,pistachio,11.94
A9O0X9Z0N9,Main Street,2022/01/23,2,pistachio,3.98
A9Q9U9Q9M9,The Arcade,2022/01/23,3,strawberry,4.77
B0V8K0H8G0,The Arcade,2022/01/23,1,chocolate,1.99
B1W0D1X0N1,Ice Cream Bazaar,2022/01/23,4,caramel,7.96
B4K2X4Q2W4,Ice Cream Bazaar,2022/01/23,6,pistachio,11.94
B5O5I5O5F5,The Arcade,2022/01/23,5,strawberry,7.95
C2U6M2X6M2,Evergreen Market,2022/01/23,5,blueberry,9.95
C4Y2I4S2P4,Main Street,2022/01/23,2,strawberry,3.18
C5S2V5I2M5,The Arcade,2022/01/23,3,pistachio,5.97
C7F4M7P4Q7,Ice Cream Bazaar,2022/01/23,3,vanilla,4.77
C8T8R8X8C8,Ice Cream Bazaar,2022/01/23,2,caramel,3.98
D4N1A4D1L4,The Arcade,2022/01/23,4,blueberry,7.96
D7X3T7I3W7,Ice Cream Bazaar,2022/01/23,5,strawberry,7.95
E3A2O3X2C3,Evergreen Market,2022/01/23,5,chocolate,9.95
E8N4O8V4X8,Evergreen Market,2022/01/23,4,strawberry,6.36
F0N5H0E5X0,The Arcade,2022/01/23,1,blueberry,1.99
F0O2L0O2J0,Ice Cream Bazaar,2022/01/23,4,chocolate,7.96
F3F6S3K6A3,Evergreen Market,2022/01/23,5,strawberry,7.95
F8A3X8V3A8,Main Street,2022/01/23,3,blueberry,5.97
G2A9M2I9D2,Ice Cream Bazaar,2022/01/23,2,caramel,3.98
G9X6E9A6F9,Main Street,2022/01/23,4,chocolate,7.96
H6Y8Y6X8D6,The Arcade,2022/01/23,4,chocolate,7.96
H7P6M7W6A7,Ice Cream Bazaar,2022/01/23,1,pistachio,1.99
I1O4V1S4J1,Evergreen Market,2022/01/23,4,chocolate,7.96
I5G3R5U3E5,Evergreen Market,2022/01/23,2,vanilla,3.18
J0H5P0K5W0,Main Street,2022/01/23,2,chocolate,3.98
J1N3M1Y3Z1,The Arcade,2022/01/23,2,caramel,3.98
J5O5O5U5V5,Ice Cream Bazaar,2022/01/23,4,chocolate,7.96
J9W2F9C2X9,Evergreen Market,2022/01/23,3,chocolate,5.97
K0S6S0Y6P0,Main Street,2022/01/23,4,strawberry,6.36
K6M8U6O8N6,The Arcade,2022/01/23,4,pistachio,7.96
K8S6B8P6R8,The Arcade,2022/01/23,3,blueberry,5.97
